Trait	# groups	Compression	-2LnLk	Var_genetic	Var_error
HSL	160	2.25625	761.5468320446198	0.7148425147129498	0.3086556359833601
HSL	157	2.299363057324841	761.5024452130816	0.7257238716139409	0.3097296444031401
HSL	154	2.344155844155844	761.0442458560906	0.7342873330660712	0.3105720559658995
HSL	151	2.390728476821192	769.661955145295	0.674959587226268	0.33435553190938044
HSL	148	2.439189189189189	768.0269775964051	0.6905725031630033	0.33245475020257326
HSL	145	2.489655172413793	765.9722224826065	0.707509194795864	0.3298627328239372
HSL	142	2.5422535211267605	764.2640729612929	0.7198129464719567	0.3287814967954223
HSL	139	2.597122302158273	763.777935973977	0.7306087549535178	0.32927689578582364
HSL	136	2.6544117647058822	774.2626291246673	0.6687221131030622	0.35465362230108954
HSL	134	2.6940298507462686	774.0929887642794	0.6729796447688526	0.355724530337969
HSL	131	2.7557251908396947	776.5563489283362	0.6700687442704465	0.3626687458896663
HSL	128	2.8203125	776.6560356126221	0.6831263800751569	0.36366051804264354
HSL	126	2.865079365079365	776.8017358912998	0.6910008706251333	0.3645365942370081
HSL	123	2.934959349593496	779.4409750059212	0.6900907308622648	0.37169070043957264
HSL	121	2.9834710743801653	779.5797893041513	0.6880000936136107	0.3740951956054525
HSL	118	3.059322033898305	781.6121125149384	0.7077851009128904	0.3779551327014732
HSL	116	3.1120689655172415	783.5290053237097	0.7178869422187035	0.3812354376377266
HSL	114	3.1666666666666665	790.4884432826118	0.6982109683879348	0.3958022802632102
HSL	111	3.2522522522522523	791.6677043155289	0.7112347017777871	0.3987491556860255
HSL	109	3.311926605504587	797.1225609919935	0.6734972313186507	0.41306827366268983
HSL	107	3.3738317757009346	798.3230961256936	0.6889459755410563	0.41465646821241803
HSL	105	3.4380952380952383	796.9412813495633	0.7082625507583287	0.41232159397823287
HSL	103	3.504854368932039	796.922301695724	0.7187236454418129	0.41306936981800224
HSL	101	3.5742574257425743	804.7868110752418	0.7066445116407694	0.42860320500325916
HSL	99	3.6464646464646466	808.7907300647604	0.6924512200730499	0.43816466545378563
HSL	97	3.7216494845360826	807.5778033434135	0.7111718139020086	0.4361974443900061
HSL	95	3.8	806.1924424166059	0.7315144788860708	0.43392072306764284
HSL	93	3.881720430107527	805.0636337004834	0.7264486207347178	0.4350984856033833
HSL	91	3.967032967032967	804.8352243061445	0.7500328396352544	0.4348648039734894
HSL	89	4.056179775280899	805.5412142174669	0.7350458394910586	0.4395091562798711
HSL	87	4.149425287356322	824.6165934022575	0.7108174319614692	0.4740569734843464
HSL	86	4.1976744186046515	823.8855204143812	0.7233551118551135	0.47271502667946996
HSL	84	4.2976190476190474	821.9951997861674	0.7443918576006171	0.47015227585340724
HSL	82	4.402439024390244	822.3306781850754	0.7581938215007412	0.47149607984760217
HSL	80	4.5125	822.256144222651	0.7741011555713825	0.4720716676591061
HSL	79	4.569620253164557	822.0281137889559	0.7784455986849912	0.47276791829347764
HSL	77	4.688311688311688	823.4111077298983	0.782684753480132	0.47674122265504937
HSL	76	4.75	826.3332362709871	0.7582289299551391	0.4846567826354789
HSL	74	4.878378378378378	825.0135108047549	0.7718370897731383	0.4840751664280276
HSL	73	4.945205479452055	824.2551232905947	0.7851115318077722	0.4828103481134302
HSL	71	5.084507042253521	832.8219720951428	0.7719193914181545	0.5009438905369215
HSL	70	5.1571428571428575	832.3824162659246	0.7833385495787387	0.4999832543397262
HSL	68	5.3088235294117645	831.0222341000614	0.8214945246994122	0.49798195941919277
HSL	67	5.388059701492537	831.4508298072845	0.821838894687153	0.5001240529243661
HSL	66	5.46969696969697	831.0409869752656	0.8371184175938601	0.4999433524665216
HSL	64	5.640625	829.8866509496163	0.8646982483454568	0.4989885987174841
HSL	63	5.73015873015873	829.5921891855546	0.882253990895687	0.4991555851241118
HSL	62	5.82258064516129	829.3895324472726	0.9083723685301176	0.49918200820899095
HSL	61	5.918032786885246	831.5687648877899	0.8694506389746378	0.5065668147155209
HSL	59	6.11864406779661	841.0485651658746	0.8410070687080455	0.5275756965803382
HSL	58	6.224137931034483	847.3101163002341	0.7225476023064963	0.5477967475330093
HSL	57	6.333333333333333	846.7134784162606	0.7411962322076634	0.5466722360855197
HSL	56	6.446428571428571	846.0537119073896	0.7594636141614488	0.5452971616638269
HSL	55	6.5636363636363635	845.9809220233992	0.7632326468877931	0.5460072111232145
HSL	54	6.685185185185185	854.2512616411872	0.6774669438292084	0.5685591618177125
HSL	52	6.9423076923076925	853.994707393692	0.6803678074981395	0.5712046969409713
HSL	51	7.078431372549019	853.4274486488058	0.6984247281918066	0.5701055949020566
HSL	50	7.22	853.3010256853812	0.7155967982715867	0.5700768970818063
HSL	49	7.36734693877551	856.8651340032092	0.6580838429270828	0.581420359681371
HSL	48	7.520833333333333	860.2435107117541	0.6204272119405227	0.5914716769680678
HSL	47	7.680851063829787	859.3897699886504	0.6454726321354766	0.5897222155219235
HSL	46	7.8478260869565215	864.6830089576391	0.5705131887184347	0.6057315091713443
HSL	45	8.022222222222222	865.3548136483366	0.5668703708783521	0.6082382481400636
HSL	44	8.204545454545455	864.5866904436916	0.5911600155132499	0.6068018594620075
HSL	43	8.395348837209303	865.1480941916161	0.6037830502285071	0.6083702985553779
HSL	42	8.595238095238095	865.7351976219513	0.6422238305583705	0.6107537486792469
HSL	41	8.804878048780488	865.1432678147852	0.6650035229268578	0.6092516479098077
HSL	40	9.025	870.499232854449	0.5481167343210844	0.6381805955870645
HSL	39	9.256410256410257	870.3596576483891	0.5541546170229027	0.6279630260193324
HSL	38	9.5	870.3574410915412	0.5653067441272206	0.6282742484090997
HSL	37	9.756756756756756	870.4317627698751	0.5649513945919011	0.6294552313529984
HSL	36	10.027777777777779	869.9293034561592	0.5885409800048926	0.6283121776766417
HSL	35	10.314285714285715	872.4144166687782	0.5314256401526042	0.6379617281096458
HSL	34	10.617647058823529	872.5659634187538	0.5380249224805278	0.6392488248467167
HSL	33	10.93939393939394	875.3155872391915	0.44064097135177005	0.6991556708121753
HSL	32	11.28125	876.3996799587861	0.38007245170778275	0.6572026273394487
HSL	31	11.64516129032258	876.4664818196514	0.39045503578612045	0.6570888376675711
HSL	30	12.033333333333333	875.9909132476873	0.4375892075168923	0.6896796853156223
HSL	29	12.448275862068966	875.7213613786257	0.4234331185817201	0.6550916132101763
HSL	28	12.892857142857142	875.4717155485013	0.4599341881781338	0.676093597648536
HSL	27	13.37037037037037	875.1001716297973	0.5417061270906429	0.7491807036235961
HSL	26	13.884615384615385	874.5398453329005	0.5082785073156262	0.6560592554641871
HSL	25	14.44	873.9851376160659	0.5507349901509023	0.6630193832694493
HSL	24	15.041666666666666	876.8065814848777	0.5289450907548546	0.6798039092642494
HSL	23	15.695652173913043	876.1943781879042	0.653778499108213	0.7702959969261929
HSL	22	16.40909090909091	875.8696926987494	0.5878871111469207	0.667171166899103
HSL	21	17.19047619047619	879.5800746163626	0.3965788055018664	0.6781776403220257
HSL	20	18.05	879.0702074756356	0.5026388846491955	0.7456589433377401
HSL	19	19.0	879.046893158862	0.49583757547713864	0.7163011302636401
HSL	18	20.055555555555557	878.4905287566655	0.5341417543884327	0.6885714596845453
HSL	17	21.235294117647058	877.8443744661917	0.6203345026357672	0.7125196720046749
HSL	16	22.5625	877.1406314437409	0.7375252377493721	0.7252009220316538
HSL	15	24.066666666666666	876.4162971770521	0.8163633519858242	0.7189760530016648
HSL	14	25.785714285714285	875.6683553703205	0.9093624680358009	0.7128950542830605
HSL	13	27.76923076923077	874.8347191645289	1.226138347503909	0.8487174888577936
HSL	12	30.083333333333332	877.8466106747526	0.8987031323657316	0.7124181813349775
HSL	11	32.81818181818182	877.6853048026419	1.01379007443958	0.7660510410371674
HSL	10	36.1	878.287494931453	1.0578482790869534	0.7710851422166819
HSL	9	40.111111111111114	876.5291530539124	1.3440884387995233	0.8037980732044515
HSL	8	45.125	875.724230668589	1.7385561572862194	0.9021450553358664
HSL	7	51.57142857142857	874.7036216406901	1.8188512356581767	0.7648774518550321
HSL	6	60.166666666666664	876.1554544875162	1.4919682318877936	0.8651745232455912
HSL	5	72.2	876.5790189731731	2.0383792412743555	0.885286284722757
HSL	4	90.25	879.3013099688509	1.4257477786178356	0.8021380672564922
HSL	3	120.33333333333333	880.3001891331597	1.2408521658255005	0.8985061217683037
HSL	2	180.5	880.2242819275696	1.6967557244914129	0.9410702742811714
HSL	1	361.0	882.0632987968401	0.0	0.7024425098146176
